Kategorie,Frage,Antwort
CC-BY 2.0 (France) Attribution: tatoeba.org #3825991 (CK) & #4942971 (Hans_Adler),Es brannte.,It burned.
CC-BY 2.0 (France) Attribution: tatoeba.org #3825991 (CK) & #4942972 (Hans_Adler),Es verbrannte.,It burned.
CC-BY 2.0 (France) Attribution: tatoeba.org #8271943 (lunchmeat317) & #8861597 (mramosch),Es schüttete.,It poured.
CC-BY 2.0 (France) Attribution: tatoeba.org #1181168 (Eldad) & #1552159 (Zaghawa),Es hat geschneit.,It snowed.
CC-BY 2.0 (France) Attribution: tatoeba.org #1369138 (sacredceltic) & #8597815 (Roujin),Da ist doch was faul.,It stinks.
CC-BY 2.0 (France) Attribution: tatoeba.org #2283736 (CK) & #4514430 (raggione),Es hat geklappt.,It worked.
CC-BY 2.0 (France) Attribution: tatoeba.org #2283736 (CK) & #7749134 (raggione),Das hat funktioniert.,It worked.
CC-BY 2.0 (France) Attribution: tatoeba.org #456175 (lukaszpp) & #1304700 (Manfredo),Es ist halb vier.,It's 3:30.
CC-BY 2.0 (France) Attribution: tatoeba.org #2762784 (CK) & #1602317 (Sudajaengi),Es ist 7:45 Uhr.,It's 7:45.
CC-BY 2.0 (France) Attribution: tatoeba.org #2762784 (CK) & #3172228 (dinkel_girl),Es ist sieben Uhr fünfundvierzig.,It's 7:45.
CC-BY 2.0 (France) Attribution: tatoeba.org #4636492 (CK) & #6626120 (Felixjp),Es ist 8:30 Uhr.,It's 8:30.
CC-BY 2.0 (France) Attribution: tatoeba.org #2762785 (CK) & #344350 (MUIRIEL),Es ist Viertel nach neun.,It's 9:15.
CC-BY 2.0 (France) Attribution: tatoeba.org #2762785 (CK) & #2763078 (Pfirsichbaeumchen),Es ist 9.15 Uhr.,It's 9:15.
CC-BY 2.0 (France) Attribution: tatoeba.org #42698 (CK) & #356174 (MUIRIEL),Das ist ein Fernseher.,It's a TV.
CC-BY 2.0 (France) Attribution: tatoeba.org #1813 (CK) & #623 (MUIRIEL),Es ist kalt.,It's cold.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123609 (CK) & #2157495 (Pfirsichbaeumchen),Es ist kühl.,It's cool.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123608 (CK) & #2139215 (Pfirsichbaeumchen),Es ist dunkel.,It's dark.
CC-BY 2.0 (France) Attribution: tatoeba.org #561962 (CK) & #564337 (MUIRIEL),Das ist einfach.,It's easy.
CC-BY 2.0 (France) Attribution: tatoeba.org #561962 (CK) & #1313715 (Pfirsichbaeumchen),Es ist einfach.,It's easy.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123604 (CK) & #7413206 (Yorwba),Es ist gerecht.,It's fair.
CC-BY 2.0 (France) Attribution: tatoeba.org #435782 (CK) & #1210584 (Espi),Es ist frei.,It's free.
CC-BY 2.0 (France) Attribution: tatoeba.org #1568774 (Sharaf78) & #1584301 (Esperantostern),Das ist hart.,It's hard.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123598 (CK) & #5284084 (bonny37),Es ist hier.,It's here.
CC-BY 2.0 (France) Attribution: tatoeba.org #31195 (CK) & #338438 (Sprachprofi),Es ist spät.,It's late.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123592 (CK) & #5331782 (bonny37),Es ist meins.,It's mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123592 (CK) & #7975639 (raggione),Sie gehört mir.,It's mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123592 (CK) & #7975642 (raggione),Er gehört mir.,It's mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123589 (CK) & #6626109 (Felixjp),Es ist in Ordnung.,It's okay.
CC-BY 2.0 (France) Attribution: tatoeba.org #2283743 (CK) & #4750028 (bonny37),Es ist geöffnet.,It's open.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123588 (CK) & #5331780 (bonny37),Es ist unsers.,It's ours.
CC-BY 2.0 (France) Attribution: tatoeba.org #1107969 (Scott) & #8087505 (driini),Es ist vorbei.,It's over.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123581 (CK) & #7413201 (Yorwba),Es ist Sand.,It's sand.
CC-BY 2.0 (France) Attribution: tatoeba.org #54868 (CK) & #396608 (MikeMolto),Es ist wahr.,It's true.
CC-BY 2.0 (France) Attribution: tatoeba.org #433520 (CK) & #547271 (Espi),Es ist Arbeit.,It's work.
CC-BY 2.0 (France) Attribution: tatoeba.org #433520 (CK) & #3771311 (mauersegler),Das ist meine Arbeit.,It's work.
CC-BY 2.0 (France) Attribution: tatoeba.org #4356531 (CK) & #4356758 (pullnosemans),Spring runter!,Jump down.
CC-BY 2.0 (France) Attribution: tatoeba.org #5576193 (CK) & #8597878 (Roujin),Schwimm einfach.,Just swim.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111655 (CK) & #4942778 (Hans_Adler),Bleib weg.,Keep away.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111655 (CK) & #4942779 (Hans_Adler),Bleibt weg.,Keep away.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111655 (CK) & #4942780 (Hans_Adler),Bleiben Sie weg.,Keep away.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111654 (CK) & #4942777 (Hans_Adler),Bleiben Sie zurück.,Keep back.
CC-BY 2.0 (France) Attribution: tatoeba.org #1860658 (CK) & #788437 (BraveSentry),Bleib ruhig.,Keep calm.
CC-BY 2.0 (France) Attribution: tatoeba.org #1860658 (CK) & #1076801 (MUIRIEL),Bleiben Sie ruhig.,Keep calm.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111652 (CK) & #2717264 (Pfirsichbaeumchen),Bleib gelassen!,Keep cool.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111649 (CK) & #8597847 (Roujin),Bleib unten.,Keep down.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111634 (CK) & #2717339 (Pfirsichbaeumchen),Behalt’s!,Keep that.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111633 (CK) & #4942770 (Hans_Adler),Behalte sie.,Keep them.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111633 (CK) & #4942771 (Hans_Adler),Behalten Sie sie.,Keep them.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111633 (CK) & #4942773 (Hans_Adler),Behaltet sie.,Keep them.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111633 (CK) & #8211339 (raggione),Behalt sie!,Keep them.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111632 (CK) & #8878195 (wolfgangth),Behalte das!,Keep this.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111630 (CK) & #4942764 (Hans_Adler),Halt dich warm.,Keep warm.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111630 (CK) & #4942765 (Hans_Adler),Haltet euch warm.,Keep warm.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111630 (CK) & #4942766 (Hans_Adler),Halten Sie sich warm.,Keep warm.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049439 (mailohilohi) & #8861566 (mramosch),Töte sie!,Kill them.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049439 (mailohilohi) & #8861567 (mramosch),Tötet sie!,Kill them.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049439 (mailohilohi) & #8861568 (mramosch),Töten Sie sie!,Kill them.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049439 (mailohilohi) & #8861569 (mramosch),Bring sie um!,Kill them.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049439 (mailohilohi) & #8861570 (mramosch),Bringt sie um!,Kill them.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049439 (mailohilohi) & #8861571 (mramosch),Bringen Sie sie um!,Kill them.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111626 (CK) & #4942755 (Hans_Adler),Verlasse Tom.,Leave Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111626 (CK) & #4942756 (Hans_Adler),Verlassen Sie Tom.,Leave Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #52067 (CM) & #1853898 (Tamy),Geh jetzt!,Leave now.
CC-BY 2.0 (France) Attribution: tatoeba.org #52067 (CM) & #1853899 (Tamy),Geht jetzt!,Leave now.
CC-BY 2.0 (France) Attribution: tatoeba.org #764592 (U2FS) & #4943091 (Hans_Adler),Lass es sein.,Let it be.
CC-BY 2.0 (France) Attribution: tatoeba.org #764592 (U2FS) & #4943092 (Hans_Adler),Lass es bleiben.,Let it be.
CC-BY 2.0 (France) Attribution: tatoeba.org #660426 (CM) & #358368 (MUIRIEL),Lass mich in Ruhe.,Let me be.
CC-BY 2.0 (France) Attribution: tatoeba.org #250112 (CK) & #582412 (MUIRIEL),Lassen Sie mich gehen!,Let me go!
CC-BY 2.0 (France) Attribution: tatoeba.org #250112 (CK) & #838639 (Espi),Lass mich gehen!,Let me go!
CC-BY 2.0 (France) Attribution: tatoeba.org #277466 (CK) & #444002 (al_ex_an_der),Lass mich herein.,Let me in.
CC-BY 2.0 (France) Attribution: tatoeba.org #4945628 (_anna) & #4944498 (Hans_Adler),Lass uns gehen.,Let us go.
CC-BY 2.0 (France) Attribution: tatoeba.org #4945628 (_anna) & #4944500 (Hans_Adler),Lassen Sie uns gehen.,Let us go.
CC-BY 2.0 (France) Attribution: tatoeba.org #1830543 (CK) & #3359873 (Pfirsichbaeumchen),Essen wir etwas!,Let's eat.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111618 (CK) & #640939 (samueldora),Schauen wir mal.,Let's see.
CC-BY 2.0 (France) Attribution: tatoeba.org #1176908 (bart) & #3779152 (Pfirsichbaeumchen),Lasst es uns versuchen!,Let's try!
CC-BY 2.0 (France) Attribution: tatoeba.org #1176908 (bart) & #3886105 (Tickler),Lass es uns versuchen!,Let's try!
CC-BY 2.0 (France) Attribution: tatoeba.org #1176908 (bart) & #5349743 (RandomUsername),Lass es uns probieren!,Let's try!
CC-BY 2.0 (France) Attribution: tatoeba.org #1839430 (CK) & #4659721 (AC),Lieg still und beweg dich nicht.,Lie still.
CC-BY 2.0 (France) Attribution: tatoeba.org #3171862 (CK) & #5337423 (Ganbatte94),Hör zu.,Listen up.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111610 (CK) & #8597844 (Roujin),Schau weg.,Look away.
CC-BY 2.0 (France) Attribution: tatoeba.org #240166 (CK) & #631884 (BraveSentry),Schau nach hinten!,Look back!
CC-BY 2.0 (France) Attribution: tatoeba.org #2111609 (CK) & #1494611 (Zaghawa),Schau hinter dich.,Look back.
CC-BY 2.0 (France) Attribution: tatoeba.org #7466072 (megamanenm) & #8227480 (MisterTrouser),Guck runter.,Look down.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111606 (CK) & #6643120 (Felixjp),Schau hier.,Look here.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111606 (CK) & #6643121 (Felixjp),Schau her.,Look here.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111605 (CK) & #2204797 (Manfredo),Dreh es auf.,Loosen it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1845492 (CK) & #4659727 (AC),Mach dich locker!,Loosen up.
CC-BY 2.0 (France) Attribution: tatoeba.org #1553407 (CK) & #4659686 (AC),Rutsch mal ein Stück!,Move over.
CC-BY 2.0 (France) Attribution: tatoeba.org #1857550 (Spamster) & #1857783 (Pfirsichbaeumchen),Guter Schuss!,Nice shot!
CC-BY 2.0 (France) Attribution: tatoeba.org #433730 (CK) & #778367 (BraveSentry),Natürlich!,Of course!
CC-BY 2.0 (France) Attribution: tatoeba.org #433730 (CK) & #778368 (BraveSentry),Selbstverständlich!,Of course!
CC-BY 2.0 (France) Attribution: tatoeba.org #433730 (CK) & #778369 (BraveSentry),Auf jeden Fall!,Of course!
CC-BY 2.0 (France) Attribution: tatoeba.org #433730 (CK) & #778370 (BraveSentry),Na klar!,Of course!
CC-BY 2.0 (France) Attribution: tatoeba.org #433730 (CK) & #778371 (BraveSentry),Aber sicher doch!,Of course!
CC-BY 2.0 (France) Attribution: tatoeba.org #3171854 (CK) & #4942934 (Hans_Adler),Bitte geh.,Please go.
CC-BY 2.0 (France) Attribution: tatoeba.org #3171854 (CK) & #4942935 (Hans_Adler),Bitte geht.,Please go.
CC-BY 2.0 (France) Attribution: tatoeba.org #3171854 (CK) & #4942937 (Hans_Adler),Bitte gehen Sie.,Please go.
CC-BY 2.0 (France) Attribution: tatoeba.org #1231218 (fengli) & #4943236 (Hans_Adler),Setz es auf.,Put it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #1231218 (fengli) & #4943237 (Hans_Adler),Tu es drauf.,Put it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #1231218 (fengli) & #4943980 (raggione),Setz ihn auf.,Put it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #1231218 (fengli) & #4943982 (raggione),Zieh sie an.,Put it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #1231218 (fengli) & #4943984 (raggione),Setz sie auf.,Put it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #1231218 (fengli) & #4943986 (raggione),Setz sie dir auf.,Put it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #1231218 (fengli) & #4943988 (raggione),Zieh sie dir an.,Put it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #1231218 (fengli) & #4943990 (raggione),Setz ihn dir auf.,Put it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #1098659 (cntrational) & #1099265 (MUIRIEL),Lies das hier.,Read this.
CC-BY 2.0 (France) Attribution: tatoeba.org #7925186 (MarijnKp) & #8861504 (mramosch),Wiederhole es!,Repeat it.
CC-BY 2.0 (France) Attribution: tatoeba.org #7925186 (MarijnKp) & #8861505 (mramosch),Wiederholen Sie es,Repeat it.
CC-BY 2.0 (France) Attribution: tatoeba.org #7925186 (MarijnKp) & #8861506 (mramosch),Wiederholt es!,Repeat it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2852741 (CK) & #4806333 (Raringo),Sag „Ah!“,"""Say """"aah."""""""
CC-BY 2.0 (France) Attribution: tatoeba.org #2111563 (CK) & #6625643 (Felixjp),Sag Hallo.,Say hello.
CC-BY 2.0 (France) Attribution: tatoeba.org #25377 (CM) & #5255405 (Pfirsichbaeumchen),Siehe unten.,See below.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111558 (CK) & #7369937 (Yorwba),Fass ihn!,Seize him!
CC-BY 2.0 (France) Attribution: tatoeba.org #2111558 (CK) & #7369939 (Yorwba),Fassen Sie ihn!,Seize him!
CC-BY 2.0 (France) Attribution: tatoeba.org #2111558 (CK) & #7369941 (Yorwba),Fasst ihn!,Seize him!
CC-BY 2.0 (France) Attribution: tatoeba.org #1327057 (bmaynard87) & #373376 (lilygilder),Wirklich?,Seriously?
CC-BY 2.0 (France) Attribution: tatoeba.org #1327057 (bmaynard87) & #808911 (Manfredo),Echt?,Seriously?
CC-BY 2.0 (France) Attribution: tatoeba.org #1327057 (bmaynard87) & #937378 (Sudajaengi),Ernsthaft?,Seriously?
CC-BY 2.0 (France) Attribution: tatoeba.org #1327057 (bmaynard87) & #937379 (Sudajaengi),Im Ernst?,Seriously?
CC-BY 2.0 (France) Attribution: tatoeba.org #1327057 (bmaynard87) & #8800367 (Pfirsichbaeumchen),Echt jetzt?,Seriously?
CC-BY 2.0 (France) Attribution: tatoeba.org #313193 (CK) & #851915 (Esperantostern),Sie weinte.,She cried.
CC-BY 2.0 (France) Attribution: tatoeba.org #309976 (CK) & #924662 (Sudajaengi),Sie hat's versucht.,She tried.
CC-BY 2.0 (France) Attribution: tatoeba.org #316925 (CK) & #6402227 (Hannivar),Sie geht.,She walks.
CC-BY 2.0 (France) Attribution: tatoeba.org #316925 (CK) & #8067950 (driini),Sie geht zu Fuß.,She walks.
CC-BY 2.0 (France) Attribution: tatoeba.org #1629767 (Spamster) & #8193006 (raggione),Sie ist heiß.,She's hot.
CC-BY 2.0 (France) Attribution: tatoeba.org #1526517 (pauldhunt) & #949228 (Sudajaengi),Unterschreibe hier.,Sign here.
CC-BY 2.0 (France) Attribution: tatoeba.org #1526517 (pauldhunt) & #3033622 (pne),Unterschreiben Sie hier.,Sign here.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111555 (CK) & #4941778 (Hans_Adler),Unterschreiben Sie das.,Sign this.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111555 (CK) & #4941779 (Hans_Adler),Unterschreib das.,Sign this.
CC-BY 2.0 (France) Attribution: tatoeba.org #2249967 (CK) & #2696100 (Pfirsichbaeumchen),Setz dich zu mir!,Sit by me.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111552 (CK) & #4941776 (Hans_Adler),Sitz still.,Sit still.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111552 (CK) & #4941777 (Hans_Adler),Sitzen Sie still.,Sit still.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111551 (CK) & #1519500 (Espi),Setz dich dorthin.,Sit there.
CC-BY 2.0 (France) Attribution: tatoeba.org #40196 (CM) & #1012489 (Manfredo),Harre aus!,Sit tight.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111523 (CK) & #4941757 (Hans_Adler),Beginnen Sie jetzt.,Start now.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111523 (CK) & #4941759 (Hans_Adler),Fang jetzt an.,Start now.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111516 (CK) & #4942780 (Hans_Adler),Bleiben Sie weg.,Stay away.
CC-BY 2.0 (France) Attribution: tatoeba.org #1850251 (CK) & #4659728 (AC),Bleibt zurück!,Stay back.
CC-BY 2.0 (France) Attribution: tatoeba.org #788304 (hrin) & #788437 (BraveSentry),Bleib ruhig.,Stay calm.
CC-BY 2.0 (France) Attribution: tatoeba.org #788304 (hrin) & #1076801 (MUIRIEL),Bleiben Sie ruhig.,Stay calm.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111514 (CK) & #788437 (BraveSentry),Bleib ruhig.,Stay cool.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111514 (CK) & #1076800 (MUIRIEL),Bleibt ruhig.,Stay cool.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111514 (CK) & #1076801 (MUIRIEL),Bleiben Sie ruhig.,Stay cool.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111514 (CK) & #2398607 (Zaghawa),Bleib cool.,Stay cool.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111514 (CK) & #2398612 (Zaghawa),Bleibt cool.,Stay cool.
CC-BY 2.0 (France) Attribution: tatoeba.org #1777435 (Spamster) & #4659720 (AC),Bleib unten!,Stay down!
CC-BY 2.0 (France) Attribution: tatoeba.org #1841182 (CK) & #4659720 (AC),Bleib unten!,Stay down.
CC-BY 2.0 (France) Attribution: tatoeba.org #8624434 (Adelpa) & #1812451 (pne),Bleib zu Hause.,Stay home.
CC-BY 2.0 (France) Attribution: tatoeba.org #275014 (CM) & #4825509 (rumpelstilzchen),Bleiben Sie dünn.,Stay thin.
CC-BY 2.0 (France) Attribution: tatoeba.org #275014 (CM) & #4825510 (rumpelstilzchen),Bleib dünn.,Stay thin.
CC-BY 2.0 (France) Attribution: tatoeba.org #1553393 (CK) & #1688328 (Pfirsichbaeumchen),Tritt zurück!,Step back.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111500 (CK) & #6644773 (Felixjp),Hör hier auf.,Stop here.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111500 (CK) & #6644867 (Felixjp),Halte hier.,Stop here.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111500 (CK) & #6644868 (Felixjp),Halte hier an.,Stop here.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111500 (CK) & #6645723 (Felixjp),Bleib hier stehen.,Stop here.
CC-BY 2.0 (France) Attribution: tatoeba.org #651592 (orbpic) & #440925 (Espi),Lass das!,Stop that!
CC-BY 2.0 (France) Attribution: tatoeba.org #651592 (orbpic) & #579371 (kroko),Hör auf damit!,Stop that!
CC-BY 2.0 (France) Attribution: tatoeba.org #651592 (orbpic) & #1238664 (al_ex_an_der),Hör mal auf!,Stop that!
CC-BY 2.0 (France) Attribution: tatoeba.org #651592 (orbpic) & #1238665 (al_ex_an_der),Hör mal auf damit!,Stop that!
CC-BY 2.0 (France) Attribution: tatoeba.org #2111491 (CK) & #5480547 (RandomUsername),Stopp sie.,Stop them.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111491 (CK) & #5480548 (RandomUsername),Stoppen Sie sie.,Stop them.
CC-BY 2.0 (France) Attribution: tatoeba.org #324861 (CK) & #1239683 (Esperantostern),Pass auf dich auf!,Take care!
CC-BY 2.0 (France) Attribution: tatoeba.org #20362 (sacredceltic) & #2024754 (Vortarulo),Mach's gut.,Take care.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942662 (Hans_Adler),Nimm meins.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942663 (Hans_Adler),Nimm meine.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942664 (Hans_Adler),Nimm meinen.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942666 (Hans_Adler),Nehmt meins.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942667 (Hans_Adler),Nehmt meine.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942668 (Hans_Adler),Nehmt meinen.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942669 (Hans_Adler),Nehmen Sie meins.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942670 (Hans_Adler),Nehmen Sie meinen.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111483 (CK) & #4942671 (Hans_Adler),Nehmen Sie meine.,Take mine.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111482 (CK) & #4942658 (Hans_Adler),Übernimm du.,Take over.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111482 (CK) & #4942659 (Hans_Adler),Übernehmt ihr.,Take over.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111482 (CK) & #4942660 (Hans_Adler),Übernehmen Sie.,Take over.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111479 (CK) & #6643157 (Felixjp),Nimm das.,Take this.
CC-BY 2.0 (France) Attribution: tatoeba.org #1876041 (Asma) & #397489 (MUIRIEL),Danke!,Thank you.
CC-BY 2.0 (France) Attribution: tatoeba.org #7122959 (CM) & #8861581 (mramosch),Das tat weh.,That hurt.
CC-BY 2.0 (France) Attribution: tatoeba.org #7122959 (CM) & #8861582 (mramosch),Das hat wehgetan.,That hurt.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111418 (CK) & #1909393 (Pfirsichbaeumchen),Das ist in Ordnung.,That's OK.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111418 (CK) & #6626295 (Felixjp),Das ist o.k.,That's OK.
CC-BY 2.0 (France) Attribution: tatoeba.org #270709 (mamat) & #2318384 (al_ex_an_der),Das war's.,That's it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1250350 (CK) & #3811992 (Trebalor),Das bin ich!,That's me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1250350 (CK) & #4380940 (raggione),Ich bin jetzt fertig.,That's me.
CC-BY 2.0 (France) Attribution: tatoeba.org #53035 (CM) & #142 (MUIRIEL),Na und?,Then what?
CC-BY 2.0 (France) Attribution: tatoeba.org #2111371 (CK) & #4941728 (Hans_Adler),Sie fielen.,They fell.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111371 (CK) & #4941730 (Hans_Adler),Sie stürzten.,They fell.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111367 (CK) & #2169441 (Vortarulo),Sie haben gelogen.,They lied.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111366 (CK) & #4941721 (Hans_Adler),Sie verloren.,They lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111366 (CK) & #4941722 (Hans_Adler),Sie haben verloren.,They lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #1963280 (CK) & #503688 (MUIRIEL),Sie schwammen.,They swam.
CC-BY 2.0 (France) Attribution: tatoeba.org #6611926 (Eccles17) & #2435909 (Pfirsichbaeumchen),Die Zeit ist um.,Time's up.
CC-BY 2.0 (France) Attribution: tatoeba.org #8416709 (CK) & #8861629 (mramosch),Thomas begann.,Tom began.
CC-BY 2.0 (France) Attribution: tatoeba.org #8416709 (CK) & #8861630 (mramosch),Thomas hat begonnen.,Tom began.
CC-BY 2.0 (France) Attribution: tatoeba.org #8416709 (CK) & #8861631 (mramosch),Thomas fing an.,Tom began.
CC-BY 2.0 (France) Attribution: tatoeba.org #8416709 (CK) & #8861632 (mramosch),Thomas hat angefangen.,Tom began.
CC-BY 2.0 (France) Attribution: tatoeba.org #3721790 (CM) & #4942943 (Hans_Adler),Tom verneigte sich.,Tom bowed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111190 (CK) & #1692967 (Pfirsichbaeumchen),Tom weinte.,Tom cried.
CC-BY 2.0 (France) Attribution: tatoeba.org #8416705 (CK) & #8847267 (wolfgangth),Tom tauchte.,Tom dived.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111188 (CK) & #4941663 (Hans_Adler),Tom döste.,Tom dozed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111185 (CK) & #4941662 (Hans_Adler),Tom fuhr.,Tom drove.
CC-BY 2.0 (France) Attribution: tatoeba.org #7367727 (CM) & #7592277 (wolfgangth),Tom erstarrte.,Tom froze.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203136 (CK) & #6625484 (Felixjp),Tom ist in Ordnung.,Tom is OK.
CC-BY 2.0 (France) Attribution: tatoeba.org #2236731 (CK) & #4422550 (Dokuyaku),Tom ist hier.,Tom is in.
CC-BY 2.0 (France) Attribution: tatoeba.org #2236907 (CK) & #6625513 (Felixjp),Tom ist auf.,Tom is up.
CC-BY 2.0 (France) Attribution: tatoeba.org #8426922 (melsev) & #8861633 (mramosch),Thomas kniete.,Tom knelt.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111161 (CK) & #5480530 (RandomUsername),Tom strickt.,Tom knits.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111160 (CK) & #3933843 (Zaghawa),Tom weiß es.,Tom knows.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005181 (CK) & #4941603 (Hans_Adler),Tom bewegte sich.,Tom moved.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203788 (CK) & #8597863 (Roujin),Tom ist super.,Tom rocks.
CC-BY 2.0 (France) Attribution: tatoeba.org #6645778 (CK) & #1691611 (Pfirsichbaeumchen),Tom schlief.,Tom slept.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203808 (CK) & #2203989 (Pfirsichbaeumchen),Tom hat gesprochen.,Tom spoke.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203808 (CK) & #2203990 (Pfirsichbaeumchen),Tom sprach.,Tom spoke.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203828 (CK) & #5830125 (Pfirsichbaeumchen),Tom stand auf.,Tom stood.
CC-BY 2.0 (France) Attribution: tatoeba.org #5190879 (CK) & #1713285 (Pfirsichbaeumchen),Tom schwimmt.,Tom swims.
CC-BY 2.0 (France) Attribution: tatoeba.org #3723349 (CM) & #8597870 (Roujin),Tom fluchte.,Tom swore.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203870 (CK) & #2203951 (Pfirsichbaeumchen),Tom versuchte es.,Tom tried.
